2021-11-16	24.633	24.633
2021-11-17	24.5625	24.6402
2021-11-18	24.5047	24.615
2021-11-19	24.4859	24.63
2021-11-22	24.5554	24.6745
2021-11-23	24.536	24.6457
2021-11-24	24.5592	24.5795
2021-11-26	24.4289	24.4562
2021-11-29	24.4139	24.4516
2021-11-30	24.459	24.3587
2021-12-01	24.4121	24.4052
2021-12-02	24.5052	24.5549
2021-12-03	24.4055	24.5038
2021-12-06	24.517	24.5098
2021-12-07	24.5961	24.6057
2021-12-08	24.7185	24.71
2021-12-09	24.6115	24.6005
2021-12-10	24.639	24.6517
2021-12-13	24.5294	24.5749
2021-12-14	24.4503	24.5
2021-12-15	24.4226	24.491
2021-12-16	24.4657	24.4889
2021-12-17	24.4308	24.4458
2021-12-20	24.2231	24.2524
2021-12-21	24.2651	24.273
2021-12-22	24.364	24.35
2021-12-23	24.4471	24.411
2021-12-27	24.358	24.399
2021-12-28	24.3133	24.3536
2021-12-29	24.2674	24.29
2021-12-30	24.3203	24.3325
2021-12-31	24.3402	24.3471
2022-01-03	24.3233	24.287
2022-01-04	24.3233	24.3447
2022-01-05	24.3042	24.2956
2022-01-06	24.3361	24.3306
2022-01-07	24.4023	24.4248
2022-01-10	24.2988	24.3269
2022-01-11	24.506	24.4847
2022-01-12	24.6719	24.6739
2022-01-13	24.663	24.6877
2022-01-14	24.7007	24.6966
2022-01-18	24.6065	24.7
2022-01-19	24.7486	24.7766
2022-01-20	24.7446	24.7709
2022-01-21	24.7273	24.8137
2022-01-24	24.5905	24.6448
2022-01-25	24.6501	24.6451
2022-01-26	24.6177	24.6386
2022-01-27	24.5655	24.5735
2022-01-28	24.5617	24.5725
2022-01-31	24.6774	24.7052
2022-02-01	24.7966	24.7973
2022-02-02	24.8053	24.7966
2022-02-03	24.6725	24.676
2022-02-04	24.6705	24.6925
2022-02-07	24.7489	24.7601
2022-02-08	24.7628	24.79
2022-02-09	24.8406	24.8655
2022-02-10	24.7883	24.8141
2022-02-11	24.7471	24.7874
2022-02-14	24.7138	24.7354
2022-02-15	24.8697	24.875
2022-02-16	24.9645	24.9739
2022-02-17	24.825	24.8514
2022-02-18	24.7768	24.778
2022-02-22	24.7095	24.7739
2022-02-23	24.6306	24.6887
2022-02-24	24.4378	24.4477
2022-02-25	24.5818	24.5634
2022-02-28	24.6168	24.6166
2022-03-01	24.4798	24.5111
2022-03-02	24.614	24.6723
2022-03-03	24.6848	24.6651
2022-03-04	24.6314	24.5921
2022-03-07	24.2504	24.2896
2022-03-08	24.2833	24.3105
2022-03-09	24.5732	24.5757
2022-03-10	24.4752	24.5204
2022-03-11	24.2812	24.2649
2022-03-14	24.111	24.149
2022-03-15	24.1934	24.157
2022-03-16	24.7093	24.7015
2022-03-17	24.823	24.7493
2022-03-18	25.0752	25.0901
2022-03-21	24.9394	24.9677
2022-03-22	25.1556	25.1656
2022-03-23	24.9693	24.9735
2022-03-24	25.0605	25.076
2022-03-25	25.0449	25.0365
2022-03-28	25.0183	25.0483
2022-03-29	25.3834	25.348
2022-03-30	25.2894	25.25
2022-03-31	24.9595	24.9371
2022-04-01	25.1652	25.1211
2022-04-04	25.3434	25.3446
2022-04-05	24.9806	24.9769
2022-04-06	24.6786	24.6716
2022-04-07	24.6213	24.6214
2022-04-08	24.5527	24.5371
2022-04-11	24.2303	24.2706
2022-04-12	24.1458	24.1472
2022-04-13	24.3844	24.3809
2022-04-14	24.1601	24.1498
2022-04-18	24.0485	24.0518
2022-04-19	23.9984	24.0224
2022-04-20	23.9781	23.9557
2022-04-21	23.6789	23.6666
2022-04-22	23.5216	23.5319
2022-04-25	23.4198	23.4205
2022-04-26	22.9916	23.0239
2022-04-27	23.1274	23.1302
2022-04-28	23.2318	23.2469
2022-04-29	23.3197	23.3046
2022-05-02	23.2913	23.3109
2022-05-03	23.4053	23.3985
2022-05-04	23.7178	23.7184
2022-05-05	22.9574	22.9759
2022-05-06	22.6773	22.6896
2022-05-09	22.0376	22.078
2022-05-10	22.0788	22.1676
2022-05-11	21.9994	21.9298
2022-05-12	21.947	21.8705
2022-05-13	22.4554	22.4612
2022-05-16	22.4342	22.4152
2022-05-17	22.7744	22.7852
2022-05-18	22.3803	22.3429
2022-05-19	22.654	22.615
2022-05-20	22.6474	22.6588
2022-05-23	22.8821	22.8338
2022-05-24	22.7297	22.6476
2022-05-25	22.821	22.7898
2022-05-26	23.1297	23.1443
2022-05-27	23.3188	23.3191
2022-05-31	23.3903	23.4404
2022-06-01	23.1067	23.189
2022-06-02	23.5519	23.5099
2022-06-03	23.2023	23.2264
2022-06-06	23.3623	23.3618
2022-06-07	23.4637	23.4735
2022-06-08	23.4755	23.4788
2022-06-09	23.0108	23.0065
2022-06-10	22.7294	22.7387
2022-06-13	21.9858	22.0902
2022-06-14	22.0943	22.0862
2022-06-15	22.4359	22.4158
2022-06-16	21.9349	21.9064
2022-06-17	21.9314	22.0049
2022-06-21	22.1834	22.2139
2022-06-22	22.0012	22.1203
2022-06-23	22.0905	22.083
2022-06-24	22.6091	22.6315
2022-06-27	22.627	22.5785
2022-06-28	22.3209	22.3561
2022-06-29	22.2291	22.3432
2022-06-30	22.0922	22.0602
2022-07-01	22.1237	22.1148
2022-07-05	21.9715	21.9832
2022-07-06	22.0137	21.983
2022-07-07	22.2946	22.3069
2022-07-08	22.3431	22.3273
2022-07-11	21.9866	21.9935
2022-07-12	21.9828	21.9903
2022-07-13	21.9337	21.9427
2022-07-14	21.7631	21.8189
2022-07-15	21.9801	21.9563
2022-07-18	22.0589	22.0563
2022-07-19	22.6166	22.6115
2022-07-20	22.6304	22.6508
2022-07-21	22.955	22.9466
2022-07-22	22.8684	22.8321
2022-07-25	22.8137	22.8314
2022-07-26	22.4805	22.5028
2022-07-27	22.9755	22.9999
2022-07-28	23.278	23.2795
2022-07-29	23.6074	23.5871
2022-08-01	23.5441	23.5415
2022-08-02	23.1993	23.243
2022-08-03	23.406	23.4116
2022-08-04	23.5787	23.5802
2022-08-05	23.4077	23.4166
2022-08-08	23.514	23.5093
2022-08-09	23.3242	23.318
2022-08-10	23.9162	23.9079
2022-08-11	23.9135	23.9049
2022-08-12	24.0527	24.0452
2022-08-15	23.9025	23.9452
2022-08-16	23.9121	23.9099
2022-08-17	23.7287	23.7348
2022-08-18	23.6939	23.6883
2022-08-19	23.4439	23.455
2022-08-22	23.2377	23.235
2022-08-23	23.3088	23.3111
2022-08-24	23.3053	23.3152
2022-08-25	23.458	23.4482
2022-08-26	23.1372	23.1331
2022-08-29	23.0249	23.0447
2022-08-30	22.9477	22.9396
2022-08-31	22.8108	22.803
2022-09-01	22.5145	22.5029
2022-09-02	22.4711	22.4622
2022-09-06	22.3477	22.3437
2022-09-07	22.6055	22.6097
2022-09-08	22.6439	22.6164
2022-09-09	23.1245	23.1151
2022-09-12	23.2707	23.2849
2022-09-13	22.9567	22.947
2022-09-14	23.0491	23.0952
2022-09-15	22.9674	22.9734
2022-09-16	22.9058	22.97
2022-09-19	22.9894	23.0402
2022-09-20	22.778	22.8055
2022-09-21	22.7259	22.7131
2022-09-22	22.7312	22.8107
2022-09-23	22.4715	22.4882
2022-09-26	22.3064	22.314
2022-09-27	22.2273	22.2466
2022-09-28	22.5882	22.6367
2022-09-29	22.3285	22.3334
2022-09-30	22.2508	22.2475
2022-10-03	22.6701	22.6689
2022-10-04	23.331	23.3222
2022-10-05	23.2089	23.2252
2022-10-06	23.0572	23.0625
2022-10-07	22.798	22.86
2022-10-10	22.6496	22.6508
2022-10-11	22.4793	22.4836
2022-10-12	22.4147	22.4267
2022-10-13	22.5974	22.6134
2022-10-14	22.3225	22.2399
2022-10-17	22.8094	22.8186
2022-10-18	22.9752	22.9559
2022-10-19	22.6808	22.671
2022-10-20	22.515	22.5302
2022-10-21	22.958	22.962
2022-10-24	22.916	22.8866
2022-10-25	23.3408	23.3318
2022-10-26	23.4545	23.4383
2022-10-27	23.3565	23.3562
2022-10-28	23.5468	23.6652
2022-10-31	23.2942	23.3091
2022-11-01	23.4328	23.4303
2022-11-02	23.0228	23.0381
2022-11-03	22.7998	22.8147
2022-11-07	23.6681	23.62
2022-11-08	23.8227	23.8466
2022-11-09	23.444	23.482
2022-11-10	24.6414	24.5898
2022-11-11	25.032	25.05
2022-11-14	24.8474	24.8914
2022-11-15	25.0702	25.0584
2022-11-16	24.9387	24.96
2022-11-17	24.872	24.9164
2022-11-18	24.8159	24.8167
2022-11-21	24.6583	24.7084
2022-11-22	24.8274	24.835
2022-11-23	24.9761	24.9863
2022-11-25	24.904	24.925
2022-11-28	24.7737	24.7799
2022-11-29	24.8399	24.8725
2022-11-30	25.2696	25.207
2022-12-01	25.3066	25.2434
2022-12-02	25.3472	25.3621
2022-12-05	25.0707	25.0947
2022-12-06	24.9909	25.0121
2022-12-07	25.0802	25.0639
2022-12-08	25.2371	25.2199
2022-12-09	25.0997	25.1602
2022-12-12	25.0873	25.1452
2022-12-13	25.4117	25.2849
2022-12-14	25.4115	25.4065
2022-12-15	24.9244	25.0159
2022-12-16	24.7939	24.8689
2022-12-19	24.6996	24.7377
2022-12-20	24.8015	24.7575
2022-12-21	24.9687	25.0157
2022-12-22	24.7333	24.78
2022-12-23	24.8292	24.7907
2022-12-27	24.7829	24.55
2022-12-28	24.5038	24.5688
2022-12-29	24.8151	24.77
2022-12-30	24.7652	24.7376
2023-01-03	24.8168	24.8352
2023-01-04	24.9456	24.967
2023-01-05	24.7416	24.7839
2023-01-06	25.1348	25.0776
2023-01-09	25.1306	25.2112
2023-01-10	25.1718	25.22
2023-01-11	25.3483	25.3693
2023-01-12	25.5815	25.5275
2023-01-13	25.6494	25.6499
2023-01-17	25.6484	25.72
2023-01-18	25.4994	25.537
2023-01-19	25.3557	25.3764
2023-01-20	25.6208	25.68
2023-01-23	25.8625	25.9099
2023-01-24	25.8705	25.8926
2023-01-25	25.8718	25.8684
2023-01-26	26.0586	26.0544
2023-01-27	26.1574	26.2634
2023-01-30	25.8835	25.9217
2023-01-31	26.1708	26.2008
2023-02-01	26.5703	26.548
2023-02-02	26.9517	27.163
2023-02-03	26.6549	26.6803
2023-02-06	26.4083	26.4101
2023-02-07	26.7112	26.6592
2023-02-08	26.5233	26.4902
2023-02-09	26.3905	26.44
2023-02-10	26.3375	26.35
2023-02-13	26.5623	26.5498
2023-02-14	26.5778	26.6152
2023-02-15	26.6622	26.6497
2023-02-16	26.4125	26.4146
2023-02-17	26.2801	26.2794
2023-02-21	25.8272	25.8561
2023-02-22	25.8328	25.8423
2023-02-23	26.0195	26.0257
2023-02-24	25.6699	25.7092
2023-02-27	25.7519	25.7344
2023-02-28	25.7292	25.7602
2023-03-01	25.6523	25.6084
2023-03-02	25.6391	25.6375
2023-03-03	25.6931	25.74
2023-03-06	25.7017	25.72
2023-03-07	25.5169	25.5801
2023-03-08	25.5801	25.575
2023-03-09	25.4746	25.4842
2023-03-10	25.3777	25.3935
2023-03-13	25.3081	25.2086
2023-03-14	25.3335	25.3359
2023-03-15	25.3295	25.3241
2023-03-16	25.3342	25.3359
2023-03-17	25.3517	25.4152
2023-03-20	25.3812	25.3912
2023-03-21	25.3102	25.3847
2023-03-22	25.3925	25.3779
2023-03-23	25.3624	25.47
2023-03-24	25.4114	25.4099
2023-03-27	25.3972	25.4893
2023-03-28	25.4329	25.5
2023-03-29	25.5165	25.51
2023-03-30	25.6517	25.684
2023-03-31	25.7405	25.8669
2023-04-03	26.0322	25.9352
2023-04-04	26.0112	26.2
2023-04-05	26.0651	26.0571
2023-04-06	25.9467	26.0496
2023-04-10	25.9083	25.98
2023-04-11	26.103	26.11
2023-04-12	26.1923	26.43
2023-04-13	26.2657	26.38
2023-04-14	26.1858	26.2884
2023-04-17	26.0675	26.1348
2023-04-18	26.0741	26.0489
2023-04-19	25.8541	25.948
2023-04-20	25.8387	25.7349
2023-04-21	25.7874	25.845
2023-04-24	25.8991	25.8583
2023-04-25	25.7658	25.895
2023-04-26	25.6621	25.6707
2023-04-27	25.7041	25.7051
2023-04-28	25.8119	25.8746
2023-05-01	25.7115	25.7747
2023-05-02	25.3565	25.4092
2023-05-03	25.4333	25.44
2023-05-04	25.498	25.65
2023-05-05	25.6989	25.675
2023-05-08	25.6498	25.665
2023-05-09	25.6642	25.66
2023-05-10	25.7225	25.695
2023-05-11	25.6808	25.69
2023-05-12	25.6647	25.6799
2023-05-15	25.7425	25.758
2023-05-16	25.5942	25.6502
2023-05-17	25.6632	25.715
2023-05-18	25.6088	25.6681
2023-05-19	25.5901	25.61
2023-05-22	25.5902	25.6227
2023-05-23	25.563	25.5755
2023-05-24	25.4914	25.528
2023-05-25	25.341	25.3897
2023-05-26	25.4249	25.4534
2023-05-30	25.3705	25.31
2023-05-31	25.3133	25.3353
2023-06-01	25.4095	25.4504
2023-06-02	25.4023	25.47
2023-06-05	25.4171	25.4517
2023-06-06	25.486	25.53
2023-06-07	25.5598	25.58
2023-06-08	25.6255	25.63
2023-06-09	25.6279	25.641
2023-06-12	25.6577	25.681
2023-06-13	25.676	25.75
2023-06-14	25.6984	25.6878
2023-06-15	25.8719	25.8293
2023-06-16	25.8034	25.814
2023-06-20	25.7535	25.7693
2023-06-21	25.7947	25.79
2023-06-22	25.6879	25.7183
2023-06-23	25.6484	25.6519
2023-06-26	25.7579	25.76
2023-06-27	25.6683	25.67
2023-06-28	25.6736	25.6789
2023-06-29	25.6532	25.6607
2023-06-30	25.7374	25.7448
2023-07-03	25.7069	25.713
2023-07-05	25.6514	25.6884
2023-07-06	25.4515	25.495
2023-07-07	25.6628	25.6396
2023-07-10	25.7613	25.76
2023-07-11	25.9539	25.9134
2023-07-12	26.1088	26.1257
2023-07-13	26.2082	26.2186
2023-07-14	26.0282	26.0358
2023-07-17	26.016	26.0125
2023-07-18	26.1287	26.1457
2023-07-19	26.1642	26.19
2023-07-20	26.1885	26.185
2023-07-21	26.2398	26.2
2023-07-24	26.3794	26.3832
2023-07-25	26.4602	26.4507
2023-07-26	26.4606	26.4884
2023-07-27	26.3061	26.345
2023-07-28	26.4002	26.408
2023-07-31	26.4896	26.5056
2023-08-01	26.4143	26.4493
2023-08-02	26.2659	26.3047
2023-08-03	26.2876	26.348
2023-08-04	26.3916	26.375
